country,year,INDICE
Serbia,2000,350
Serbia,2001,350
Serbia,2002,350
Serbia,2003,350
Serbia,2004,350
Serbia,2005,150
Serbia,2006,150
Serbia,2007,150
Serbia,2008,60
Serbia,2009,60
Serbia,2010,150
South Sudan,1990,
South Sudan,1991,
South Sudan,1992,
South Sudan,1993,
South Sudan,1994,
South Sudan,1995,
South Sudan,1996,
South Sudan,1997,
South Sudan,1998,
South Sudan,1999,
South Sudan,2000,
South Sudan,2001,
South Sudan,2002,
South Sudan,2003,
South Sudan,2004,
South Sudan,2005,
South Sudan,2006,
South Sudan,2007,
South Sudan,2008,
South Sudan,2009,
South Sudan,2010,
Sao Tome and Principe,1990,60
Sao Tome and Principe,1991,60
Sao Tome and Principe,1992,60
Sao Tome and Principe,1993,60
Sao Tome and Principe,1994,60
Sao Tome and Principe,1995,60
Sao Tome and Principe,1996,60
Sao Tome and Principe,1997,60
Sao Tome and Principe,1998,60
Sao Tome and Principe,1999,60
Sao Tome and Principe,2000,60
Sao Tome and Principe,2001,60
Sao Tome and Principe,2002,60
Sao Tome and Principe,2003,60
Sao Tome and Principe,2004,60
Sao Tome and Principe,2005,60
Sao Tome and Principe,2006,60
Sao Tome and Principe,2007,60
Sao Tome and Principe,2008,60
Sao Tome and Principe,2009,60
Sao Tome and Principe,2010,60
Suriname,1990,60
Suriname,1991,150
Suriname,1992,150
Suriname,1993,350
Suriname,1994,350
Suriname,1995,350
Suriname,1996,600
Suriname,1997,600
Suriname,1998,600
Suriname,1999,600
Suriname,2000,600
Suriname,2001,600
Suriname,2002,600
Suriname,2003,600
Suriname,2004,600
Suriname,2005,600
Suriname,2006,600
Suriname,2007,600
Suriname,2008,350
Suriname,2009,350
Suriname,2010,350
Slovak Republic,1990,60
Slovak Republic,1991,60
Slovak Republic,1992,60
Slovak Republic,1993,60
Slovak Republic,1994,60
Slovak Republic,1995,60
Slovak Republic,1996,60
Slovak Republic,1997,60
Slovak Republic,1998,60
Slovak Republic,1999,60
Slovak Republic,2000,60
Slovak Republic,2001,60
Slovak Republic,2002,60
Slovak Republic,2003,60
Slovak Republic,2004,60
Slovak Republic,2005,60
Slovak Republic,2006,60
Slovak Republic,2007,60
Slovak Republic,2008,60
Slovak Republic,2009,60
Slovak Republic,2010,60
Slovenia,1990,60
Slovenia,1991,60
Slovenia,1992,60
Slovenia,1993,60
Slovenia,1994,60
Slovenia,1995,60
Slovenia,1996,60
Slovenia,1997,60
Slovenia,1998,60
Slovenia,1999,60
Slovenia,2000,60
Slovenia,2001,60
Slovenia,2002,60
Slovenia,2003,60
Slovenia,2004,60
Slovenia,2005,60
Slovenia,2006,60
Slovenia,2007,60
Slovenia,2008,60
Slovenia,2009,60
Slovenia,2010,60
Sweden,1990,60
Sweden,1991,60
Sweden,1992,60
Sweden,1993,150
Sweden,1994,150
Sweden,1995,350
Sweden,1996,150
Sweden,1997,150
Sweden,1998,150
Sweden,1999,60
Sweden,2000,60
Sweden,2001,60
Sweden,2002,60
Sweden,2003,60
Sweden,2004,60
Sweden,2005,60
Sweden,2006,60
Sweden,2007,60
Sweden,2008,60
Sweden,2009,60
Sweden,2010,60
Eswatini,1990,350
Eswatini,1991,600
Eswatini,1992,600
Eswatini,1993,600
Eswatini,1994,1300
Eswatini,1995,1800
Eswatini,1996,2400
Eswatini,1997,3000
Eswatini,1998,3800
Eswatini,1999,4700
Eswatini,2000,5700
Eswatini,2001,6700
Eswatini,2002,7700
Eswatini,2003,8500
Eswatini,2004,9300
Eswatini,2005,9900
Eswatini,2006,9800
Eswatini,2007,9200
Eswatini,2008,8600
Eswatini,2009,8100
Eswatini,2010,7800
Chad,1990,1400
Chad,1991,1700
Chad,1992,2100
Chad,1993,2600
Chad,1994,3200
Chad,1995,3800
Chad,1996,4500
Chad,1997,5200
Chad,1998,6100
Chad,1999,7000
Chad,2000,7900
Chad,2001,8900
Chad,2002,10k
Chad,2003,11k
Chad,2004,12k
Chad,2005,13k
Chad,2006,13k
Chad,2007,13k
Chad,2008,13k
Chad,2009,11k
Chad,2010,
Togo,1990,300
Togo,1991,300
Togo,1992,600
Togo,1993,600
Togo,1994,1300
Togo,1995,1800
Togo,1996,2400
Togo,1997,3200
Togo,1998,4000
Togo,1999,4800
Togo,2000,5600
Togo,2001,6400
Togo,2002,7100
Togo,2003,7600
Togo,2004,8000
Togo,2005,7900
Togo,2006,8000
Togo,2007,8400
Togo,2008,8300
Togo,2009,7700
Togo,2010,
Thailand,1990,1100
Thailand,1991,3600
Thailand,1992,8600
Thailand,1993,16k
Thailand,1994,25k
Thailand,1995,34k
Thailand,1996,42k
Thailand,1997,49k
Thailand,1998,48k
Thailand,1999,55k
Thailand,2000,56k
Thailand,2001,52k
Thailand,2002,47k
Thailand,2003,39k
Thailand,2004,27k
Thailand,2005,21k
Thailand,2006,21k
Thailand,2007,25k
Thailand,2008,28k
Thailand,2009,28k
Thailand,2010,
Tajikistan,1990,60
Tajikistan,1991,60
Tajikistan,1992,60
Tajikistan,1993,60
Tajikistan,1994,60
Tajikistan,1995,60
Tajikistan,1996,60
Tajikistan,1997,120
Tajikistan,1998,120
Tajikistan,1999,120
Tajikistan,2000,120
Tajikistan,2001,120
Tajikistan,2002,300
Tajikistan,2003,300
Tajikistan,2004,300
Tajikistan,2005,300
Tajikistan,2006,300
Tajikistan,2007,300
Tajikistan,2008,300
Tajikistan,2009,300
Tajikistan,2010,
Trinidad and Tobago,1990,60
Trinidad and Tobago,1991,60
Trinidad and Tobago,1992,60
Trinidad and Tobago,1993,150
Trinidad and Tobago,1994,150
Trinidad and Tobago,1995,350
Trinidad and Tobago,1996,350
Trinidad and Tobago,1997,350
Trinidad and Tobago,1998,350
Trinidad and Tobago,1999,600
Trinidad and Tobago,2000,600
Trinidad and Tobago,2001,600
Trinidad and Tobago,2002,600
Trinidad and Tobago,2003,600
Trinidad and Tobago,2004,600
Trinidad and Tobago,2005,600
Trinidad and Tobago,2006,600
Trinidad and Tobago,2007,600
Trinidad and Tobago,2008,600
Trinidad and Tobago,2009,600
Trinidad and Tobago,2010,600
Tunisia,1990,60
Tunisia,1991,60
Tunisia,1992,60
Tunisia,1993,60
Tunisia,1994,60
Tunisia,1995,60
Tunisia,1996,60
Tunisia,1997,60
Tunisia,1998,60
Tunisia,1999,60
Tunisia,2000,60
Tunisia,2001,60
Tunisia,2002,60
Tunisia,2003,60
Tunisia,2004,60
Tunisia,2005,60
Tunisia,2006,60
Tunisia,2007,60
Tunisia,2008,60
Tunisia,2009,60
Tunisia,2010,60
Turkey,1990,60
Turkey,1991,60
Turkey,1992,60
Turkey,1993,60
Turkey,1994,60
Turkey,1995,60
Turkey,1996,60
Turkey,1997,60
Turkey,1998,60
Turkey,1999,60
Turkey,2000,60
Turkey,2001,60
Turkey,2002,60
Turkey,2003,120
Turkey,2004,120
Turkey,2005,120
Turkey,2006,60
Turkey,2007,60
Turkey,2008,60
Turkey,2009,120
Turkey,2010,
Tanzania,1990,22k
Tanzania,1991,30k
Tanzania,1992,40k
Tanzania,1993,51k
Tanzania,1994,63k
Tanzania,1995,76k
Tanzania,1996,89k
Tanzania,1997,100k
Tanzania,1998,110k
Tanzania,1999,120k
Tanzania,2000,120k
Tanzania,2001,130k
Tanzania,2002,130k
Tanzania,2003,130k
Tanzania,2004,130k
Tanzania,2005,130k
Tanzania,2006,130k
Tanzania,2007,120k
Tanzania,2008,100k
Tanzania,2009,96k
Tanzania,2010,91k
Uganda,1990,85k
Uganda,1991,95k
Uganda,1992,100k
Uganda,1993,110k
Uganda,1994,110k
Uganda,1995,110k
Uganda,1996,110k
Uganda,1997,110k
Uganda,1998,110k
Uganda,1999,110k
Uganda,2000,100k
Uganda,2001,100k
Uganda,2002,97k
Uganda,2003,93k
Uganda,2004,89k
Uganda,2005,82k
Uganda,2006,74k
Uganda,2007,74k
Uganda,2008,74k
Uganda,2009,69k
Uganda,2010,66k
Ukraine,1990,60
Ukraine,1991,60
Ukraine,1992,60
Ukraine,1993,60
Ukraine,1994,150
Ukraine,1995,350
Ukraine,1996,600
Ukraine,1997,1400
Ukraine,1998,2600
Ukraine,1999,4300
Ukraine,2000,6400
Ukraine,2001,9000
Ukraine,2002,12k
Ukraine,2003,15k
Ukraine,2004,18k
Ukraine,2005,20k
Ukraine,2006,21k
Ukraine,2007,23k
Ukraine,2008,23k
Ukraine,2009,23k
Ukraine,2010,23k
Uruguay,1990,60
Uruguay,1991,60
Uruguay,1992,60
Uruguay,1993,60
Uruguay,1994,60
Uruguay,1995,60
Uruguay,1996,150
Uruguay,1997,150
Uruguay,1998,350
Uruguay,1999,350
Uruguay,2000,350
Uruguay,2001,350
Uruguay,2002,350
Uruguay,2003,600
Uruguay,2004,600
Uruguay,2005,600
Uruguay,2006,600
Uruguay,2007,600
Uruguay,2008,600
Uruguay,2009,600
Uruguay,2010,600
United States,1990,32k
United States,1991,39k
United States,1992,45k
United States,1993,51k
United States,1994,56k
United States,1995,59k
United States,1996,59k
United States,1997,38k
United States,1998,33k
United States,1999,25k
United States,2000,20k
United States,2001,20k
United States,2002,20k
United States,2003,20k
United States,2004,20k
United States,2005,20k
United States,2006,20k
United States,2007,20k
United States,2008,19k
United States,2009,19k
United States,2010,20k
Uzbekistan,1990,60
Uzbekistan,1991,60
Uzbekistan,1992,60
Uzbekistan,1993,60
Uzbekistan,1994,60
Uzbekistan,1995,60
Uzbekistan,1996,60
Uzbekistan,1997,60
Uzbekistan,1998,60
Uzbekistan,1999,60
Uzbekistan,2000,60
Uzbekistan,2001,60
Uzbekistan,2002,60
Uzbekistan,2003,60
Uzbekistan,2004,60
Uzbekistan,2005,120
Uzbekistan,2006,120
Uzbekistan,2007,300
Uzbekistan,2008,300
Uzbekistan,2009,300
Uzbekistan,2010,
Venezuela,1990,1100
Venezuela,1991,1300
Venezuela,1992,1500
Venezuela,1993,1700
Venezuela,1994,2000
Venezuela,1995,2200
Venezuela,1996,2500
Venezuela,1997,2800
Venezuela,1998,3100
Venezuela,1999,3400
Venezuela,2000,3700
Venezuela,2001,3800
Venezuela,2002,3400
Venezuela,2003,3000
Venezuela,2004,2800
Venezuela,2005,2700
Venezuela,2006,2700
Venezuela,2007,2800
Venezuela,2008,3000
Venezuela,2009,3200
Venezuela,2010,3100
Vietnam,1990,300
Vietnam,1991,300
Vietnam,1992,600
Vietnam,1993,600
Vietnam,1994,1000
Vietnam,1995,1300
Vietnam,1996,1700
Vietnam,1997,2200
Vietnam,1998,2800
Vietnam,1999,3600
Vietnam,2000,4500
Vietnam,2001,5500
Vietnam,2002,6800
Vietnam,2003,8200
Vietnam,2004,9800
Vietnam,2005,11k
Vietnam,2006,13k
Vietnam,2007,13k
Vietnam,2008,14k
Vietnam,2009,14k
Vietnam,2010,
Yemen,1990,60
Yemen,1991,60
Yemen,1992,60
Yemen,1993,60
Yemen,1994,60
Yemen,1995,60
Yemen,1996,60
Yemen,1997,150
Yemen,1998,150
Yemen,1999,350
Yemen,2000,350
Yemen,2001,350
Yemen,2002,600
Yemen,2003,600
Yemen,2004,600
Yemen,2005,600
Yemen,2006,1100
Yemen,2007,1200
Yemen,2008,1300
Yemen,2009,1400
Yemen,2010,1500
South Africa,1990,2200
South Africa,1991,3600
South Africa,1992,5900
South Africa,1993,9800
South Africa,1994,16k
South Africa,1995,26k
South Africa,1996,41k
South Africa,1997,61k
South Africa,1998,89k
South Africa,1999,120k
South Africa,2000,160k
South Africa,2001,210k
South Africa,2002,260k
South Africa,2003,300k
South Africa,2004,340k
South Africa,2005,370k
South Africa,2006,390k
South Africa,2007,390k
South Africa,2008,380k
South Africa,2009,340k
South Africa,2010,300k
Zambia,1990,23k
Zambia,1991,29k
Zambia,1992,34k
Zambia,1993,39k
Zambia,1994,44k
Zambia,1995,49k
Zambia,1996,53k
Zambia,1997,57k
Zambia,1998,60k
Zambia,1999,63k
Zambia,2000,66k
Zambia,2001,68k
Zambia,2002,69k
Zambia,2003,71k
Zambia,2004,70k
Zambia,2005,65k
Zambia,2006,60k
Zambia,2007,49k
Zambia,2008,42k
Zambia,2009,45k
Zambia,2010,
Zimbabwe,1990,23k
Zimbabwe,1991,32k
Zimbabwe,1992,43k
Zimbabwe,1993,55k
Zimbabwe,1994,68k
Zimbabwe,1995,82k
Zimbabwe,1996,96k
Zimbabwe,1997,110k
Zimbabwe,1998,120k
Zimbabwe,1999,140k
Zimbabwe,2000,150k
Zimbabwe,2001,150k
Zimbabwe,2002,160k
Zimbabwe,2003,160k
Zimbabwe,2004,150k
Zimbabwe,2005,150k
Zimbabwe,2006,140k
Zimbabwe,2007,130k
Zimbabwe,2008,110k
Zimbabwe,2009,98k
Zimbabwe,2010,78k
